# IN-CORPUS QRELS for SQUAD evaluation set on FineWeb
# Generated: 2026-02-07T23:38:23.651763
# Model: Qwen/Qwen3-8B
# Top-K: 100
# Total questions: 10570
# Questions with verified: 7560
# Total verified docs: 145918
#
# Format: qid, question, official_answer, doc_id, answer_offset
#====================================================================

1229, What disease did Tesla contract in 1873?, cholera, shard_01335_38833, 5016
1229, What disease did Tesla contract in 1873?, cholera, shard_01043_29901, 1387
1229, What disease did Tesla contract in 1873?, cholera, shard_01774_27963, 434
1229, What disease did Tesla contract in 1873?, cholera, shard_00496_1592, 2011
1229, What disease did Tesla contract in 1873?, cholera, shard_00557_6167, 1985
1229, What disease did Tesla contract in 1873?, cholera, shard_00787_1677, 2011
1229, What disease did Tesla contract in 1873?, cholera, shard_00695_36890, 701
1230, How long was he bedridden with cholera?, nine months, shard_01652_29656, 906
1230, How long was he bedridden with cholera?, nine months, shard_01309_34766, 778
1230, How long was he bedridden with cholera?, nine months, shard_01460_34090, 2792
1230, How long was he bedridden with cholera?, nine months, shard_01487_39707, 2792
1230, How long was he bedridden with cholera?, nine months, shard_01466_29254, 440
1230, How long was he bedridden with cholera?, nine months, shard_00584_51853, 5441
1230, How long was he bedridden with cholera?, nine months, shard_00779_46379, 5441
1230, How long was he bedridden with cholera?, nine months, shard_01036_23049, 5441
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01234_16597, 3886
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00168_17427, 1374
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00428_43287, 1374
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00258_460, 7571
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00300_45128, 3596
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00562_39795, 2470
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01578_38444, 2470
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00069_45612, 2428
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00191_46350, 2428
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00074_22816, 2444
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00167_20500, 2511
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00981_38547, 2511
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01795_12739, 2939
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01466_29254, 637
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00471_47802, 4674
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00358_16541, 2939
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00852_38043, 2939
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01278_2736, 2509
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00254_11084, 1721
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01059_16177, 4527
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01054_11384, 4115
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00333_3984, 5338
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00986_3427, 1040
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01561_39085, 1040
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01588_47331, 1040
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00374_15338, 5274
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_01243_12763, 5274
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00946_12651, 5352
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00391_24813, 4522
1231, What did Tesla's father promise him while he were bedridden?, the best engineering school, shard_00990_16930, 4659
1232, What did Tesla's father originally want him to do?, enter the priesthood, shard_00258_460, 7522
1232, What did Tesla's father originally want him to do?, enter the priesthood, shard_00300_45128, 3698
1232, What did Tesla's father originally want him to do?, enter the priesthood, shard_01234_16597, 3987
1232, What did Tesla's father originally want him to do?, enter the priesthood, shard_00374_15338, 5228
1232, What did Tesla's father originally want him to do?, enter the priesthood, shard_01243_12763, 5228
1232, What did Tesla's father originally want him to do?, enter the priesthood, shard_00333_3984, 5292
1233, Where did Tesla return to in 1873?, Smiljan, shard_00258_460, 7705
1233, Where did Tesla return to in 1873?, Smiljan, shard_00913_26874, 271
1233, Where did Tesla return to in 1873?, Smiljan, shard_01234_16597, 3059
1233, Where did Tesla return to in 1873?, Smiljan, shard_00254_11084, 1478
1233, Where did Tesla return to in 1873?, Smiljan, shard_00496_1592, 1607
1233, Where did Tesla return to in 1873?, Smiljan, shard_00557_6167, 1581
1233, Where did Tesla return to in 1873?, Smiljan, shard_00787_1677, 1607
1233, Where did Tesla return to in 1873?, Smiljan, shard_01795_12739, 825
1233, Where did Tesla return to in 1873?, Smiljan, shard_00358_16541, 825
1233, Where did Tesla return to in 1873?, Smiljan, shard_00852_38043, 825
1233, Where did Tesla return to in 1873?, Smiljan, shard_01278_2736, 395
1233, Where did Tesla return to in 1873?, Smiljan, shard_01096_51904, 733
1233, Where did Tesla return to in 1873?, Smiljan, shard_00300_45128, 1896
1233, Where did Tesla return to in 1873?, Smiljan, shard_00105_11093, 270
1233, Where did Tesla return to in 1873?, Smiljan, shard_00246_34918, 270
1233, Where did Tesla return to in 1873?, Smiljan, shard_00277_8088, 270
1233, Where did Tesla return to in 1873?, Smiljan, shard_00460_45702, 270
1233, Where did Tesla return to in 1873?, Smiljan, shard_01639_30780, 270
1233, Where did Tesla return to in 1873?, Smiljan, shard_01184_12971, 1396
1233, Where did Tesla return to in 1873?, Smiljan, shard_01672_34219, 1396
1233, Where did Tesla return to in 1873?, Smiljan, shard_01719_35143, 1396
1233, Where did Tesla return to in 1873?, Smiljan, shard_00243_24529, 832
1233, Where did Tesla return to in 1873?, Smiljan, shard_01042_15854, 812
1233, Where did Tesla return to in 1873?, Smiljan, shard_00245_49268, 25
1233, Where did Tesla return to in 1873?, Smiljan, shard_00471_47802, 106
1233, Where did Tesla return to in 1873?, Smiljan, shard_00333_3984, 37
1233, Where did Tesla return to in 1873?, Smiljan, shard_01034_35459, 503
1233, Where did Tesla return to in 1873?, Smiljan, shard_01141_26530, 51
1233, Where did Tesla return to in 1873?, Smiljan, shard_00242_52370, 264
1233, Where did Tesla return to in 1873?, Smiljan, shard_01146_46213, 264
1233, Where did Tesla return to in 1873?, Smiljan, shard_01059_16177, 79
1233, Where did Tesla return to in 1873?, Smiljan, shard_00373_22575, 39
1233, Where did Tesla return to in 1873?, Smiljan, shard_00374_15338, 2977
1233, Where did Tesla return to in 1873?, Smiljan, shard_01243_12763, 2977
1233, Where did Tesla return to in 1873?, Smiljan, shard_00056_28952, 23
1233, Where did Tesla return to in 1873?, Smiljan, shard_00745_18491, 82
1233, Where did Tesla return to in 1873?, Smiljan, shard_00024_52595, 82
1233, Where did Tesla return to in 1873?, Smiljan, shard_00724_1973, 450
1233, Where did Tesla return to in 1873?, Smiljan, shard_00832_24119, 450
1233, Where did Tesla return to in 1873?, Smiljan, shard_01575_23791, 450
1233, Where did Tesla return to in 1873?, Smiljan, shard_01054_11384, 2415
1233, Where did Tesla return to in 1873?, Smiljan, shard_00354_176, 280
1233, Where did Tesla return to in 1873?, Smiljan, shard_00376_9461, 9989
1233, Where did Tesla return to in 1873?, Smiljan, shard_00562_39795, 2239
1233, Where did Tesla return to in 1873?, Smiljan, shard_01578_38444, 2239
1233, Where did Tesla return to in 1873?, Smiljan, shard_00391_24813, 61
1233, Where did Tesla return to in 1873?, Smiljan, shard_00069_45612, 2197
1233, Where did Tesla return to in 1873?, Smiljan, shard_00191_46350, 2197
1233, Where did Tesla return to in 1873?, Smiljan, shard_00074_22816, 2213
1233, Where did Tesla return to in 1873?, Smiljan, shard_00329_44548, 2261
1233, Where did Tesla return to in 1873?, Smiljan, shard_00743_41596, 2261
1233, Where did Tesla return to in 1873?, Smiljan, shard_00946_12651, 61
1233, Where did Tesla return to in 1873?, Smiljan, shard_00407_2724, 62
1233, Where did Tesla return to in 1873?, Smiljan, shard_01590_13135, 1121
1233, Where did Tesla return to in 1873?, Smiljan, shard_00167_20500, 2280
1233, Where did Tesla return to in 1873?, Smiljan, shard_00981_38547, 2280
1233, Where did Tesla return to in 1873?, Smiljan, shard_01306_41995, 2722
1233, Where did Tesla return to in 1873?, Smiljan, shard_01212_4837, 36
1233, Where did Tesla return to in 1873?, Smiljan, shard_01690_12192, 36
1233, Where did Tesla return to in 1873?, Smiljan, shard_01335_38833, 3291
1233, Where did Tesla return to in 1873?, Smiljan, shard_00704_37363, 21077
1233, Where did Tesla return to in 1873?, Smiljan, shard_01159_48860, 21077
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00258_460, 9757
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00354_176, 7902
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00300_45128, 3354
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00745_18491, 1188
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00024_52595, 1188
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00796_1379, 3067
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00374_15338, 4998
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_01243_12763, 4998
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00471_47802, 4430
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00333_3984, 5061
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_01059_16177, 4283
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00946_12651, 5111
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_01795_12739, 2663
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_01234_16597, 3645
1234, What was the year when Tesla went back to Smiljan?, 1873, shard_00373_22575, 680
1235, What disease did Tesla catch?, cholera, shard_01284_26640, 15142
1235, What disease did Tesla catch?, cholera, shard_00573_48631, 5817
1235, What disease did Tesla catch?, cholera, shard_00979_34814, 1890
1235, What disease did Tesla catch?, cholera, shard_00924_1733, 1859
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00300_45128, 3698
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00649_39892, 4854
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01166_44963, 4854
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01603_49726, 4800
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01335_38833, 5164
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01212_4837, 5416
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01690_12192, 5573
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00459_45105, 6788
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01335_33852, 6788
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01493_35919, 6788
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00471_47802, 4776
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00662_42559, 1028
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01581_18755, 1028
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00374_15338, 5228
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01243_12763, 5228
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00093_37564, 1028
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00767_4918, 1064
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00812_13507, 1064
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00865_49402, 1064
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00333_3984, 5292
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00254_11084, 1675
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_00258_460, 7522
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01059_16177, 4629
1237, What was Tesla's father's original plans for Tesla?, enter the priesthood, shard_01054_11384, 4217
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_00258_460, 7556
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_01234_16597, 3871
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_00986_3427, 1025
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_01561_39085, 1025
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_01588_47331, 1025
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_00300_45128, 3581
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_00333_3984, 5323
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_01795_12739, 2924
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_00852_38043, 2924
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_01278_2736, 2494
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_00374_15338, 5259
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_01243_12763, 5259
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_00471_47802, 4659
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_00358_16541, 2924
1238, What bargain did his father make with him if Tesla recovered?, to send him to the best engineering school, shard_01059_16177, 4512
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00116_35224, 1495
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00125_23058, 1495
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_01748_9084, 1495
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00168_17427, 1564
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00428_43287, 1564
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_01234_16597, 4107
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00562_39795, 2572
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_01578_38444, 2572
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00069_45612, 2530
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00191_46350, 2530
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00074_22816, 2546
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_01306_41995, 3048
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00167_20500, 2613
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00981_38547, 2613
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00254_11084, 1897
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00258_460, 7750
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00552_6012, 5600
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00244_6861, 1273
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00613_23630, 1273
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_01059_16177, 4749
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00300_45128, 3818
1239, Where did Tesla run to avoid the army draft?, Tomingaj, shard_00471_47802, 4896
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01234_16597, 4335
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00258_460, 7975
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01102_28828, 6815
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01466_29254, 836
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00662_42559, 3892
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01581_18755, 3892
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00093_37564, 3892
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00300_45128, 4039
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00583_8532, 4485
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01222_6679, 4485
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01460_34090, 3160
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01487_39707, 3160
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00134_28516, 2010
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00163_183, 2010
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00511_9766, 4608
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00072_34925, 12164
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00448_20718, 11544
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00471_47802, 5118
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00748_11595, 6662
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00127_11657, 6613
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00604_27729, 6600
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00769_4671, 6613
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00254_11084, 2122
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00333_3984, 5744
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01795_12739, 3477
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01059_16177, 4971
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00852_38043, 3477
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01054_11384, 4558
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00374_15338, 5675
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01243_12763, 5675
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00246_9211, 12139
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00238_43090, 3062
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00949_7171, 3062
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01225_44829, 3062
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01602_37121, 3062
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00946_12651, 5802
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00358_16541, 3477
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_01538_6711, 1867
1240, Whose works helped Tesla recover from illness?, Mark Twain, shard_00544_45818, 4728
1242, What year did Tesla avade the draft? , 1874, shard_00116_35224, 1586
1242, What year did Tesla avade the draft? , 1874, shard_00125_23058, 1586
1242, What year did Tesla avade the draft? , 1874, shard_01748_9084, 1586
1242, What year did Tesla avade the draft? , 1874, shard_00913_26874, 1736
1242, What year did Tesla avade the draft? , 1874, shard_00662_42559, 1252
1242, What year did Tesla avade the draft? , 1874, shard_01581_18755, 1252
1242, What year did Tesla avade the draft? , 1874, shard_00093_37564, 1252
1243, What did Tesla dress in while in Tominaj?, hunter's garb, shard_00333_3984, 5581
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_01306_41995, 3006
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_00168_17427, 1490
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_00428_43287, 1490
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_01234_16597, 4032
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_01795_12739, 3197
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_00300_45128, 3743
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_00167_20500, 2566
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_00981_38547, 2566
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_00471_47802, 4821
1244, Why did Tesla avoid by fleeing Smiljan?, being drafted into the Austro-Hungarian Army, shard_00358_16541, 3197
1245, When did Tesla go to Tomingaj?, 1874, shard_01119_40107, 2861
1245, When did Tesla go to Tomingaj?, 1874, shard_00116_35224, 1586
1245, When did Tesla go to Tomingaj?, 1874, shard_00125_23058, 1586
1245, When did Tesla go to Tomingaj?, 1874, shard_01748_9084, 1586
1245, When did Tesla go to Tomingaj?, 1874, shard_01234_16597, 4013
1245, When did Tesla go to Tomingaj?, 1874, shard_01508_50610, 1929
1245, When did Tesla go to Tomingaj?, 1874, shard_00258_460, 7639
1245, When did Tesla go to Tomingaj?, 1874, shard_00300_45128, 3724
1245, When did Tesla go to Tomingaj?, 1874, shard_00254_11084, 1786
1245, When did Tesla go to Tomingaj?, 1874, shard_01795_12739, 3178
1245, When did Tesla go to Tomingaj?, 1874, shard_00358_16541, 3178
1245, When did Tesla go to Tomingaj?, 1874, shard_00852_38043, 3178
1245, When did Tesla go to Tomingaj?, 1874, shard_01278_2736, 2748
1245, When did Tesla go to Tomingaj?, 1874, shard_00471_47802, 4802
1245, When did Tesla go to Tomingaj?, 1874, shard_00946_12651, 5480
1245, When did Tesla go to Tomingaj?, 1874, shard_00333_3984, 5403
1245, When did Tesla go to Tomingaj?, 1874, shard_01059_16177, 4655
1245, When did Tesla go to Tomingaj?, 1874, shard_00990_16930, 4787
1245, When did Tesla go to Tomingaj?, 1874, shard_01054_11384, 4243
1245, When did Tesla go to Tomingaj?, 1874, shard_00374_15338, 5339
1245, When did Tesla go to Tomingaj?, 1874, shard_01243_12763, 5339
1245, When did Tesla go to Tomingaj?, 1874, shard_00767_4918, 7751
1245, When did Tesla go to Tomingaj?, 1874, shard_00812_13507, 7751
1245, When did Tesla go to Tomingaj?, 1874, shard_00865_49402, 7751
1245, When did Tesla go to Tomingaj?, 1874, shard_00391_24813, 4650
1245, When did Tesla go to Tomingaj?, 1874, shard_01212_4837, 5527
1245, When did Tesla go to Tomingaj?, 1874, shard_01690_12192, 5684
1245, When did Tesla go to Tomingaj?, 1874, shard_01335_38833, 5275
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_01234_16597, 4137
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00258_460, 7779
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00254_11084, 1926
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00300_45128, 3848
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00471_47802, 4926
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00946_12651, 5604
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_01059_16177, 4779
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00333_3984, 5547
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_01054_11384, 4367
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00990_16930, 4894
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00374_15338, 5479
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_01243_12763, 5479
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_00391_24813, 4774
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_01212_4837, 5667
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_01690_12192, 5824
1246, What did Tesla do in Tomingaj?, he explored the mountains in hunter's garb, shard_01335_38833, 5415
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_00119_8990, 1587
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_01475_22756, 1568
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_01089_15757, 1525
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_00072_34925, 12164
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_01054_47372, 4005
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_01043_29901, 6901
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_01003_28556, 16581
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_00324_27110, 5025
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_01134_10258, 16746
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_00889_27807, 9830
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_00394_12895, 20094
1247, What author did Tesla credit for his recovery?, Mark Twain, shard_01120_3029, 20094
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00258_460, 8066
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00168_17427, 1879
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00428_43287, 1879
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00944_19505, 3573
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00105_11093, 870
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00246_34918, 870
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00277_8088, 870
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00460_45702, 870
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01639_30780, 870
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00724_1973, 1725
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00832_24119, 1725
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01575_23791, 1725
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00506_41894, 2061
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00037_4583, 777
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00156_29042, 6274
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00745_18491, 1300
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00243_24529, 1635
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01042_15854, 1615
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00471_47802, 5205
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01750_26626, 4477
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00024_52595, 1300
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01347_27408, 1228
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00662_25914, 390
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01674_26234, 390
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00333_3984, 5831
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01539_12382, 4183
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01423_29679, 567
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01150_50091, 412
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00374_15338, 5762
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01243_12763, 5762
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01593_21320, 3532
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01059_16177, 5058
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00098_38025, 5336
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00852_38043, 3614
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01054_11384, 4645
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01278_2736, 3184
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00373_22575, 1111
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00300_45128, 4126
1248, What year did Tesla enroll at an engineering school?, 1875, shard_01795_12739, 3614
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00358_16541, 3614
1248, What year did Tesla enroll at an engineering school?, 1875, shard_00508_44010, 1727
