# SUPPORTED QRELS for NQ evaluation set on FineWeb
# Generated: 2026-02-07T04:19:25.772966
# Model: Qwen/Qwen3-8B
# Top-K: 100
# Total questions: 3610
# Questions with verified: 2391
# Total verified docs: 56857
#
# Format: qid, question, official_answer, doc_id, answer_offset
#====================================================================

887, what is the full form of ib board, International Baccalaureate, shard_00052_52231, 1069
887, what is the full form of ib board, International Baccalaureate, shard_00043_40829, 965
887, what is the full form of ib board, International Baccalaureate, shard_00182_15804, 459
887, what is the full form of ib board, International Baccalaureate, shard_01800_44405, 35
887, what is the full form of ib board, International Baccalaureate, shard_01602_39254, 566
887, what is the full form of ib board, International Baccalaureate, shard_01239_23336, 1265
887, what is the full form of ib board, International Baccalaureate, shard_00704_51790, 7615
887, what is the full form of ib board, International Baccalaureate, shard_01019_27590, 674
887, what is the full form of ib board, International Baccalaureate, shard_01366_12899, 606
887, what is the full form of ib board, International Baccalaureate, shard_00144_42166, 266
887, what is the full form of ib board, International Baccalaureate, shard_00073_18253, 1258
887, what is the full form of ib board, International Baccalaureate, shard_00436_47536, 23
887, what is the full form of ib board, International Baccalaureate, shard_00531_29203, 1258
887, what is the full form of ib board, International Baccalaureate, shard_00577_13283, 23
887, what is the full form of ib board, International Baccalaureate, shard_00792_29574, 52
887, what is the full form of ib board, International Baccalaureate, shard_01740_31698, 52
887, what is the full form of ib board, International Baccalaureate, shard_01642_2095, 257
887, what is the full form of ib board, International Baccalaureate, shard_01670_50244, 15135
887, what is the full form of ib board, International Baccalaureate, shard_01491_34012, 12535
887, what is the full form of ib board, International Baccalaureate, shard_00655_1462, 2739
887, what is the full form of ib board, International Baccalaureate, shard_00981_35682, 114
887, what is the full form of ib board, International Baccalaureate, shard_01754_42634, 829
887, what is the full form of ib board, International Baccalaureate, shard_01104_28747, 2268
887, what is the full form of ib board, International Baccalaureate, shard_00348_25353, 86
887, what is the full form of ib board, International Baccalaureate, shard_00349_49583, 4836
887, what is the full form of ib board, International Baccalaureate, shard_01190_31458, 9155
887, what is the full form of ib board, International Baccalaureate, shard_01590_3043, 9155
887, what is the full form of ib board, International Baccalaureate, shard_00334_16817, 11634
887, what is the full form of ib board, International Baccalaureate, shard_01475_27341, 4232
887, what is the full form of ib board, International Baccalaureate, shard_01572_21748, 4232
887, what is the full form of ib board, International Baccalaureate, shard_01259_34725, 784
887, what is the full form of ib board, International Baccalaureate, shard_00629_33793, 50
887, what is the full form of ib board, International Baccalaureate, shard_00544_32145, 7420
887, what is the full form of ib board, International Baccalaureate, shard_01597_41129, 6736
887, what is the full form of ib board, International Baccalaureate, shard_00859_12435, 126
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00657_11851, 1945
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00048_2010, 26729
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_01335_50935, 16432
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00961_25241, 4049
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00439_35321, 1986
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00879_36879, 1986
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00888_52355, 1986
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_01458_39474, 35
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00836_10487, 137
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00687_39088, 62
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00920_11972, 66
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00773_52968, 804
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00029_26889, 2900
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00194_16370, 2900
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00672_26205, 2900
889, state with highest population growth rate in india 2011, Dadra and Nagar Haveli, shard_00072_33167, 1769
890, where are the first nations located in canada, south of the Arctic, shard_00243_38847, 1575
890, where are the first nations located in canada, south of the Arctic, shard_01791_33262, 1575
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00173_11714, 9490
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00626_26916, 4929
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01387_40205, 3478
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01553_9323, 1570
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00145_772, 2742
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00173_39034, 2742
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01707_17954, 6796
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00131_46881, 5454
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00723_37562, 5454
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01403_21541, 5454
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00232_27238, 1132
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01315_47281, 1132
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00934_10267, 2514
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01800_13691, 5454
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01684_30082, 3311
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01470_31740, 4269
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00193_37031, 20
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00893_42850, 20
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01333_28426, 20
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01448_19064, 20
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01498_36774, 20
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01695_14152, 20
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00130_13702, 13934
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01263_24451, 13934
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_00454_17316, 896
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01383_2472, 7010
891, where does puerto rico's power come from, Puerto Rico Electric Power Authority, shard_01610_38296, 3512
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00808_28659, 226
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00190_13625, 7501
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00077_49519, 2937
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00672_6068, 2937
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00389_39944, 1654
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00585_19000, 1654
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00826_40040, 1654
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00868_9322, 1654
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00271_46055, 1752
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_01073_25636, 753
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_01363_38913, 3278
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_01692_19281, 1529
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00781_33890, 1992
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_01205_50777, 1992
892, who was elected the president of constituent assembly, Rajendra Prasad, shard_00964_10336, 3951
893, a synonym for the content component of communication is, information, shard_00264_41027, 1729
893, a synonym for the content component of communication is, information, shard_00454_39885, 1729
893, a synonym for the content component of communication is, information, shard_01682_37844, 2035
893, a synonym for the content component of communication is, information, shard_00481_2732, 1818
893, a synonym for the content component of communication is, information, shard_01014_42267, 690
893, a synonym for the content component of communication is, information, shard_01175_12068, 46
893, a synonym for the content component of communication is, information, shard_00086_7725, 181
893, a synonym for the content component of communication is, information, shard_00810_31837, 2268
893, a synonym for the content component of communication is, information, shard_00621_10730, 10758
893, a synonym for the content component of communication is, information, shard_01296_48219, 4166
893, a synonym for the content component of communication is, information, shard_01799_42673, 2303
893, a synonym for the content component of communication is, information, shard_01203_35219, 3004
893, a synonym for the content component of communication is, information, shard_00570_41496, 1231
893, a synonym for the content component of communication is, information, shard_01474_35809, 1231
893, a synonym for the content component of communication is, information, shard_00376_41552, 2480
894, different ways to spell corey for a boy, Coire, shard_00727_50446, 189
894, different ways to spell corey for a boy, Coire, shard_01589_10728, 189
894, different ways to spell corey for a boy, Coire, shard_01815_19880, 189
894, different ways to spell corey for a boy, Coire, shard_01259_18658, 795
894, different ways to spell corey for a boy, Coire, shard_00531_15320, 836
894, different ways to spell corey for a boy, Coire, shard_01660_29900, 169
894, different ways to spell corey for a boy, Coire, shard_01068_20668, 813
894, different ways to spell corey for a boy, Coire, shard_00176_5620, 1739
894, different ways to spell corey for a boy, Coire, shard_00471_43250, 1739
894, different ways to spell corey for a boy, Coire, shard_01662_39725, 1739
894, different ways to spell corey for a boy, Coire, shard_00613_49334, 43
894, different ways to spell corey for a boy, Coire, shard_01476_16372, 43
894, different ways to spell corey for a boy, Coire, shard_00237_5852, 1071
894, different ways to spell corey for a boy, Coire, shard_01395_18700, 1071
894, different ways to spell corey for a boy, Coire, shard_01162_53064, 0
894, different ways to spell corey for a boy, Coire, shard_00693_31732, 212
894, different ways to spell corey for a boy, Coire, shard_00983_48492, 212
894, different ways to spell corey for a boy, Coire, shard_00380_40155, 1105
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_00130_3913, 22292
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_01355_9746, 22292
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_01772_6240, 22292
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_01166_38970, 4884
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_00802_37455, 2847
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_00735_30241, 17053
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_01383_25398, 17053
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_01261_6702, 1980
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_00529_48679, 1980
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_00994_26839, 2441
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_00606_7540, 2072
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_01392_50594, 15151
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_01771_46590, 1111
895, active absorption of water from the soil by the root is mainly affected by, SURFACE AREA OF ROOTS, shard_00589_53117, 2860
896, when was the first ford f 150 made, 1975, shard_00292_46706, 299
896, when was the first ford f 150 made, 1975, shard_00812_31708, 254
896, when was the first ford f 150 made, 1975, shard_01119_48592, 254
896, when was the first ford f 150 made, 1975, shard_01686_27249, 254
896, when was the first ford f 150 made, 1975, shard_00578_53141, 3350
896, when was the first ford f 150 made, 1975, shard_00713_11317, 5644
896, when was the first ford f 150 made, 1975, shard_00084_39913, 4707
896, when was the first ford f 150 made, 1975, shard_00929_52265, 4707
896, when was the first ford f 150 made, 1975, shard_00972_36529, 12737
896, when was the first ford f 150 made, 1975, shard_01449_34759, 2179
896, when was the first ford f 150 made, 1975, shard_00469_6035, 4829
896, when was the first ford f 150 made, 1975, shard_00891_29869, 1673
896, when was the first ford f 150 made, 1975, shard_01376_10153, 12635
896, when was the first ford f 150 made, 1975, shard_00328_6174, 100
896, when was the first ford f 150 made, 1975, shard_00557_47397, 1042
896, when was the first ford f 150 made, 1975, shard_01723_44922, 773
896, when was the first ford f 150 made, 1975, shard_01391_11172, 4119
896, when was the first ford f 150 made, 1975, shard_00209_36175, 4745
896, when was the first ford f 150 made, 1975, shard_01765_30992, 2650
896, when was the first ford f 150 made, 1975, shard_00536_38823, 1672
896, when was the first ford f 150 made, 1975, shard_00595_26814, 1672
897, who votes in the speaker of the house, The House of Representatives, shard_01079_53004, 3554
897, who votes in the speaker of the house, The House of Representatives, shard_00634_8767, 0
897, who votes in the speaker of the house, The House of Representatives, shard_01316_40623, 4651
897, who votes in the speaker of the house, The House of Representatives, shard_01269_30047, 633
897, who votes in the speaker of the house, The House of Representatives, shard_01642_22374, 1194
897, who votes in the speaker of the house, The House of Representatives, shard_00846_21301, 1370
897, who votes in the speaker of the house, The House of Representatives, shard_01393_25237, 32
897, who votes in the speaker of the house, The House of Representatives, shard_01595_23004, 32
897, who votes in the speaker of the house, The House of Representatives, shard_01619_18357, 32
897, who votes in the speaker of the house, The House of Representatives, shard_01643_1806, 32
897, who votes in the speaker of the house, The House of Representatives, shard_00760_16904, 1068
897, who votes in the speaker of the house, The House of Representatives, shard_01470_37518, 86
897, who votes in the speaker of the house, The House of Representatives, shard_00876_1665, 668
897, who votes in the speaker of the house, The House of Representatives, shard_00194_8848, 332
897, who votes in the speaker of the house, The House of Representatives, shard_00873_23843, 628
897, who votes in the speaker of the house, The House of Representatives, shard_01302_475, 628
897, who votes in the speaker of the house, The House of Representatives, shard_01693_38310, 628
897, who votes in the speaker of the house, The House of Representatives, shard_01292_51756, 1609
897, who votes in the speaker of the house, The House of Representatives, shard_00508_48981, 39
897, who votes in the speaker of the house, The House of Representatives, shard_00595_36938, 11
897, who votes in the speaker of the house, The House of Representatives, shard_01732_23726, 791
897, who votes in the speaker of the house, The House of Representatives, shard_01757_25906, 4028
897, who votes in the speaker of the house, The House of Representatives, shard_00568_34314, 845
897, who votes in the speaker of the house, The House of Representatives, shard_01008_25336, 1377
897, who votes in the speaker of the house, The House of Representatives, shard_01196_580, 3793
897, who votes in the speaker of the house, The House of Representatives, shard_00890_17092, 537
897, who votes in the speaker of the house, The House of Representatives, shard_00096_1489, 73
897, who votes in the speaker of the house, The House of Representatives, shard_00877_23548, 73
897, who votes in the speaker of the house, The House of Representatives, shard_01457_7174, 73
897, who votes in the speaker of the house, The House of Representatives, shard_01378_14531, 1061
897, who votes in the speaker of the house, The House of Representatives, shard_00567_34625, 1193
897, who votes in the speaker of the house, The House of Representatives, shard_00470_31530, 11784
898, who plays young agent o in mib 3, Alice Eve, shard_00520_35833, 8976
898, who plays young agent o in mib 3, Alice Eve, shard_01382_4450, 8976
898, who plays young agent o in mib 3, Alice Eve, shard_01487_13167, 8976
900, when does boomer find out she a cylon, Kobol's Last Gleaming, shard_01412_13713, 6989
900, when does boomer find out she a cylon, Kobol's Last Gleaming, shard_01562_51370, 6989
901, what's the largest city park in the united states, Franklin Mountains State Park, shard_00534_53216, 1868
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01322_42218, 1472
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00505_10677, 845
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00519_14633, 1611
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00674_44598, 89
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00703_33022, 123
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01603_8339, 89
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01435_42241, 2017
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00645_23883, 21
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00896_40135, 70
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00603_44612, 12831
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00224_17833, 40
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01704_15561, 1977
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00507_11205, 0
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01147_2112, 0
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00618_38183, 275
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00234_12547, 3645
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00551_17620, 3645
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00638_21101, 3645
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00688_51939, 3645
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01667_28124, 3645
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00734_21863, 23
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00312_25612, 1411
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00375_31512, 1411
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00714_14472, 1411
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00806_1760, 1411
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01100_38248, 1403
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01279_50605, 1483
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01402_35002, 1411
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01406_24093, 1411
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01625_37255, 1411
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01805_7009, 1411
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01774_30922, 12985
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01170_44563, 1556
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01247_28338, 62
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00694_52848, 660
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01400_50178, 1707
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00542_19774, 19
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01385_18859, 19
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01765_21009, 20
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01346_17668, 32
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01213_23747, 89
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00460_27973, 12807
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00626_14494, 50
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00016_3051, 19
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00217_41217, 1033
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00068_47796, 1452
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00656_21913, 5225
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01491_10703, 5225
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00155_36721, 14302
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00597_5460, 14302
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00818_18933, 294
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01005_48918, 1432
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01575_6071, 1432
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00950_43065, 2684
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01090_48915, 6354
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01177_50021, 549
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01355_43821, 549
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01663_49861, 549
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01763_51816, 549
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00596_13260, 1796
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00972_36863, 1796
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00340_23987, 508
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01710_23122, 508
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00561_33437, 1820
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01653_24555, 24
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00425_35036, 227
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01210_46504, 929
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01678_35603, 929
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00466_41029, 27
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01159_47941, 29
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00244_25738, 0
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01151_42953, 0
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01005_41360, 1281
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01518_8223, 258
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00073_46121, 44
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00648_26109, 364
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01068_47779, 364
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01291_17657, 364
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00058_42003, 51
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00090_49628, 1281
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01719_103, 14071
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00366_30077, 365
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00677_2220, 351
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01428_42581, 11811
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00050_22099, 1355
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00111_42791, 1355
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_00425_1809, 1364
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01179_13101, 1358
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01773_35405, 587
902, who wrote the poem for whom the bell tolls, Ernest Hemingway, shard_01074_1957, 630
903, three largest cities in the world by population, Beijing, shard_00261_152, 1071
903, three largest cities in the world by population, Beijing, shard_00237_14429, 606
903, three largest cities in the world by population, Beijing, shard_00088_52441, 2332
903, three largest cities in the world by population, Beijing, shard_00412_31924, 4209
903, three largest cities in the world by population, Beijing, shard_00448_1253, 359
903, three largest cities in the world by population, Beijing, shard_00320_13546, 11313
903, three largest cities in the world by population, Beijing, shard_00092_32698, 3920
903, three largest cities in the world by population, Beijing, shard_01028_50432, 224
903, three largest cities in the world by population, Beijing, shard_01787_44553, 4028
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00938_28877, 42
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00919_5004, 42
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00069_29000, 17125
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01096_31842, 17125
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01558_16834, 17125
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01728_28480, 17125
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01119_33, 42
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01354_10968, 2715
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01363_51486, 983
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00816_26169, 2194
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00855_19495, 25464
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00933_41211, 25464
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01307_14921, 25464
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01709_34700, 25464
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01709_42910, 25464
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01774_26372, 156
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00618_11227, 3710
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00387_367, 2682
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00470_47221, 2682
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00598_26545, 1495
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_00922_48531, 110
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01005_45522, 110
904, where can the mona lisa be found today, Musée du Louvre  Paris, shard_01401_29521, 2003
905, how many levels of protein structure are there, four, shard_00164_43706, 3844
905, how many levels of protein structure are there, four, shard_00407_47280, 3844
905, how many levels of protein structure are there, four, shard_01514_42666, 3844
905, how many levels of protein structure are there, four, shard_00880_18197, 165
905, how many levels of protein structure are there, four, shard_01115_24714, 5046
905, how many levels of protein structure are there, four, shard_00967_24520, 3100
905, how many levels of protein structure are there, four, shard_01111_922, 3100
905, how many levels of protein structure are there, four, shard_01076_6989, 4897
905, how many levels of protein structure are there, four, shard_00768_48944, 206
905, how many levels of protein structure are there, four, shard_00665_3731, 160
905, how many levels of protein structure are there, four, shard_00038_41768, 1691
905, how many levels of protein structure are there, four, shard_00444_34754, 1685
905, how many levels of protein structure are there, four, shard_00173_23101, 2917
905, how many levels of protein structure are there, four, shard_00607_32844, 2329
905, how many levels of protein structure are there, four, shard_01039_40980, 1691
905, how many levels of protein structure are there, four, shard_01735_54136, 3229
905, how many levels of protein structure are there, four, shard_01478_20060, 382
905, how many levels of protein structure are there, four, shard_01337_19670, 375
905, how many levels of protein structure are there, four, shard_01626_31712, 290
905, how many levels of protein structure are there, four, shard_00443_15840, 0
905, how many levels of protein structure are there, four, shard_00484_36915, 3229
905, how many levels of protein structure are there, four, shard_00979_9691, 1890
905, how many levels of protein structure are there, four, shard_00400_32072, 1809
905, how many levels of protein structure are there, four, shard_01516_41710, 1809
905, how many levels of protein structure are there, four, shard_00041_34315, 6961
905, how many levels of protein structure are there, four, shard_00410_14214, 1263
905, how many levels of protein structure are there, four, shard_01301_15396, 10814
905, how many levels of protein structure are there, four, shard_00138_52634, 2971
905, how many levels of protein structure are there, four, shard_00302_27972, 3447
905, how many levels of protein structure are there, four, shard_00003_10019, 3509
905, how many levels of protein structure are there, four, shard_00180_38696, 3509
905, how many levels of protein structure are there, four, shard_00238_28241, 2889
907, panic at the disco song about a wedding, I Write Sins Not Tragedies, shard_00781_34771, 8646
907, panic at the disco song about a wedding, I Write Sins Not Tragedies, shard_01797_27864, 28321
907, panic at the disco song about a wedding, I Write Sins Not Tragedies, shard_01410_18730, 2734
908, how many pages are in the book inside out and back again, 263, shard_00087_18139, 12336
908, how many pages are in the book inside out and back again, 263, shard_00653_17314, 12336
908, how many pages are in the book inside out and back again, 263, shard_00658_8034, 12323
909, what is the most famous building in rennes, Parlement de Bretagne, shard_01452_3053, 27910
909, what is the most famous building in rennes, Parlement de Bretagne, shard_00988_35386, 3084
915, what is the name of manchester united stadium, Old Trafford, shard_00054_46612, 2963
915, what is the name of manchester united stadium, Old Trafford, shard_01279_14183, 2963
915, what is the name of manchester united stadium, Old Trafford, shard_00681_29675, 92
915, what is the name of manchester united stadium, Old Trafford, shard_01708_16847, 93
915, what is the name of manchester united stadium, Old Trafford, shard_01738_14751, 68
915, what is the name of manchester united stadium, Old Trafford, shard_01716_12905, 7079
915, what is the name of manchester united stadium, Old Trafford, shard_01659_27722, 846
915, what is the name of manchester united stadium, Old Trafford, shard_01521_22842, 145
915, what is the name of manchester united stadium, Old Trafford, shard_00945_39409, 195
